"","X2","X13","X36","X74","X98","X99","X108","X123","X125","X141","X146","X180","X191","X195","X256","X282","X323","X341","X390","X396","X456","X469","X497","X498","X503","X510","X519","X527","X561","X563","X575","X603","X628","X633","X668","X672","X688","X790","X837","X874","X892","X913","X944","X948","X981","X990","X994","X1005","X1033","X1061","X1071","X1083","X1119","X1123","X1147","X1156","X1185","X1191","X1198","X1217","X1221","X1223","X1256","X1258","X1270","X1282","X1291","X1298","X1309","X1352","X1423","X1476","X1492","X1572","X1578","X1581","X1584","X1621","X1623","X1646","X1658","X1665","X1677","X1680","X1682","X1744","X1791","X1812","X1819","X1825","X1831","X1854","X1882","X1892","X1952","X1955","X1970","X1987","X1999","X2039"
"RILPL2",-2.716353,-1.9272195,-2.3296704,-3.3197098,-0.31785846,-1.2001033,-1.1903775,-3.3182557,-4.9043036,-0.82744485,-1.1638322,-2.4207866,-1.3614355,-3.3885553,-0.72467977,-1.3079308,1.7641814,-3.7827818,0.36082804,-2.6544037,0.124653324,-1.6874145,-0.6431397,-1.9338158,-1.6426784,-3.0603027,-2.4204736,-1.8366936,-1.3856963,0.03803061,-1.4789188,-2.7427132,-2.0335968,-2.3523328,0.7904822,3.8386436,-2.2726207,0.32396287,-2.9927845,-3.173224,-2.1840806,-1.2339371,-1.0891235,-0.38254866,-0.93311054,-0.49013743,-2.8709352,-2.0955844,-2.1498344,-3.1843076,-3.6461337,-5.133544,-3.1941323,-4.304025,-0.49721494,-1.5109551,-0.46297228,-0.952218,-0.2982916,-2.9427664,-0.5617538,-2.6975677,1.2190268,-3.918585,-4.0710363,-3.6915612,-0.02846743,-0.84840876,-4.382886,-2.7368534,-2.8037748,-1.2041575,0.798645,-2.5105276,-4.3638096,-2.5032685,-3.7492003,-1.0345666,-1.757792,-1.1334432,-2.0428383,-4.002599,-1.7701514,-0.2040267,-3.8381987,2.1701543,-3.8655941,-1.5254172,-0.76466936,-2.5009286,1.0440389,-1.0898438,-1.152828,-0.7490274,-2.5123868,-0.22205743,2.0035503,-3.4152894,-3.452904,-2.4108534
"ENKUR",-1.023282,-1.0916955,-1.6927615,-2.1929507,-4.000031,-1.407496,-3.626195,-0.8126979,-2.6303997,3.332887,-1.8202637,-1.2214322,-5.6596932,-2.6681857,1.2391773,-0.4335319,2.9054573,3.2334204,-2.8501296,0.2915957,-1.8930196,-2.5007646,-2.1527057,-1.5420213,-2.116778,-1.9176763,-1.3600353,-2.6229646,-2.918752,-3.0972419,-2.5334961,-6.023827,-4.478461,-4.176194,-3.7050483,-4.3626695,-1.2467828,-0.24012731,-2.4410884,-3.3015158,-4.142649,-3.9102888,-3.6351829,-3.0457363,-2.072573,-1.7672985,-1.6918415,-0.9290385,-3.8231583,-3.8929763,-2.9093237,-2.3351943,-2.1890936,-4.8399196,-5.234595,-2.6281025,-3.145462,-3.102937,-2.9110725,-4.9758005,-3.8828318,-6.0145655,0.5073675,-3.0439382,-4.7214956,-4.8646317,-3.9515207,-4.8232827,-3.2254512,-4.173303,-2.9010608,-1.0153412,-2.330935,-0.58549285,-2.9938958,-2.5736668,0.2627498,-1.5712582,-3.9415343,0.33850336,-2.457466,-2.8132925,-3.5319345,-5.593952,0.22675169,-1.119735,-3.2360926,-5.537125,-3.6292636,-1.0170813,-2.9320016,-1.8764544,-1.9733977,-4.5376678,-0.4188947,-1.3963001,-1.94225,-1.6986914,-2.467227,-1.9493457
"EXT2",-1.5705487,-1.6168184,-2.1453564,-1.6444789,-3.3119998,-3.3386505,-1.5395464,-1.9106644,-2.5191817,0.99936694,-1.3705289,-1.1145164,-4.0779486,-2.40247,1.723857,-0.5634828,5.050716,0.42600426,-1.0571612,-2.59949,-2.24099,-0.79708326,-0.40526745,-1.351532,-3.9648075,-1.7497108,-0.79523873,-0.8470546,-2.6308637,-2.0711598,-3.2699988,-2.7352653,-2.8007162,-3.4983358,-4.2542934,-2.8230863,-0.92599577,0.5052104,-3.4231293,-3.0984483,-1.5295659,-3.0820696,-1.5585155,0.17974283,-1.1956981,-2.2167428,1.1345257,-1.2636375,-2.2013931,-1.29468,-3.0250132,-0.4883917,-1.2314991,-1.9883683,-5.0818424,-4.063386,-1.7502439,-3.2453911,-3.4065654,-2.8881698,-1.2918501,-3.6645923,-0.8837484,-1.9716508,-3.431164,-0.83841205,-2.8773108,-1.7100612,-3.223744,-1.9379961,-2.1996672,1.4010864,-0.80615073,-2.9550266,-2.5642662,2.6465104,0.034386765,-2.3687975,-2.14651,-1.7680271,-1.9686315,-4.521027,-2.558891,-3.8971317,0.09922234,-2.9860897,-5.3573275,-2.6023211,-1.7292434,-2.418103,-4.339223,-0.7831842,-1.344938,-1.3978896,-0.44142705,-0.20443016,-1.99561,-3.7571359,-3.3177235,-3.852882
"ME3",-3.4386683,-0.3733603,-6.5560503,-2.370557,-7.1511726,0.5032199,-7.0164504,-3.9155033,-5.1259537,0.30252343,-6.005426,-2.6741223,-8.514827,-4.338827,-3.8055828,-2.604908,11.147488,2.5702758,-6.280237,-2.1997814,-3.7628446,-5.336991,-8.4192,-1.9049507,1.7159057,-2.581707,-2.3494725,-1.3559588,-1.1418072,-6.4341693,-2.269301,-6.2409782,-4.5910583,-5.6076145,-6.5383053,-2.8632846,-4.4636674,-4.660709,-5.229872,-6.8537173,-6.1754403,-7.3635135,-5.3961134,-4.214831,-3.9574935,-4.893508,-0.9458844,-3.858296,-3.9553657,-6.1002827,-2.3576472,-3.3593993,-4.6400433,-2.6101305,-3.3794308,-3.5424268,-4.425008,-5.3030486,-3.6106703,-4.3066993,-6.1738925,-6.043376,-2.2633657,-2.7911675,-6.192675,-1.7055113,-4.5420046,-4.310618,-2.9330943,-6.102137,-1.4610232,-3.9760904,-6.3047976,-4.3962336,-7.052559,-6.618838,0.44687048,-3.8504233,-6.94325,-6.990162,-3.0966837,-6.405735,-2.15781,-7.0877695,-0.99211574,-3.8877883,-3.2382243,-3.7323823,-4.6497087,-3.1452458,-7.0711966,-2.936896,-5.782157,-5.585227,-3.3945246,-4.9164014,-1.9288695,-0.99787354,-4.4185615,-3.8046687
"UPF2",-3.4046135,-3.741738,-4.403362,-4.15278,-3.8422785,-2.471603,6.2189717,-3.3002257,-6.040531,-3.1162503,-4.7490993,-4.142221,-0.6383644,-4.46178,-3.8958619,-2.3933222,-4.6666403,-4.2111273,1.6349186,-2.0930336,-1.7672832,1.0964704,-1.9374157,-2.6703455,-3.8130403,-3.720716,-3.5446467,1.8195893,2.5740755,-1.4849594,-0.6822568,-2.6975944,6.786683,-0.64818627,0.5327776,-1.363197,-3.1897385,-0.8107271,-3.5555055,5.911438,-1.5970396,-3.5646515,-1.5106971,0.7313595,-0.8758044,-3.4617639,0.7060552,-1.0247321,-2.913661,2.2855668,-5.2158694,-6.14615,5.3055477,-0.36210972,1.6026182,-0.2008831,2.896406,3.0651438,7.391272,-4.612739,-2.9981132,-3.8788,4.0146804,-2.856596,-2.9497535,-2.542817,-0.24551532,2.03133,-2.873547,-2.6320622,-3.086082,-0.89904135,-3.1086133,-3.2946491,-4.727124,-0.054797716,-2.9721837,-1.8640766,-1.1975348,-5.6202736,-3.1542828,-5.8470025,5.988854,-2.6479754,-4.1466265,3.8191698,-4.5253816,2.4544978,-0.6452049,-5.3711095,2.4974253,-1.7504733,-1.1252561,4.1866283,-2.5446157,-2.7609627,3.959841,-1.9687448,-4.0344825,-2.5369596
"TEX9",-5.5177827,-5.401421,-6.0022473,-6.748548,-3.2275012,-5.4159746,11.726791,-4.455901,-7.885684,-6.798861,-6.566889,-5.616809,2.5317764,-5.2229505,-5.5148854,-3.660635,-9.033643,-7.3688526,1.7645987,-4.1901217,-0.80624497,5.556581,0.3709293,-4.7949996,-5.560582,-4.9967175,-6.99333,6.905083,6.723267,-2.0582047,0.004753382,0.73276836,15.075745,1.8445555,3.4346778,-1.9915106,-4.677122,1.8504201,-5.14482,12.287381,-0.3125151,-1.7651109,-1.3145564,2.3775811,0.19920395,-3.5088882,4.852577,1.3064187,-2.6137204,6.272387,-7.168694,-6.7390356,10.952939,2.3051329,1.4005456,1.8205633,6.906777,8.555307,13.285041,-4.514752,-3.1115513,-4.428058,6.8628645,-3.8665595,-1.7285389,-1.279829,1.7211486,6.3447514,-4.1369405,-0.41081718,-4.051962,-0.60743314,-2.5434096,-5.80639,-8.111769,3.3041663,-3.5589662,-2.5200233,2.6476345,-7.8285375,-4.0766487,-8.593972,12.014917,-2.7653277,-6.468422,9.210066,-7.176612,6.2655835,0.7979052,-8.513888,7.4555626,-3.3043795,-1.1881363,10.194658,-4.3438334,-1.2840997,8.301075,-3.7045276,-6.4602084,-4.060093
"CENPU",-3.0983102,-1.752514,-3.703957,-2.54067,-5.387772,0.025173277,0.53747076,-3.3231242,-6.47564,0.074657366,-2.2999249,-3.4919448,-4.8064756,-4.8518534,-1.6267302,-0.7834622,-1.0803086,-2.604087,0.07267806,-2.5738313,-3.1508343,-4.351805,-6.6633286,-1.3204792,-2.351154,-3.0448372,-2.3328424,-2.2899783,-2.7662551,-3.4918952,-1.8917202,-6.7911043,-1.7985678,-5.9027376,-0.4297715,1.6661121,-2.4823318,-2.4094524,-3.530293,-2.422214,-3.3598745,-7.9593554,-4.4851956,-3.2126188,-3.008551,-2.9849129,-2.8754349,-4.4349465,-4.6091905,-3.952602,-4.110545,-6.52774,-2.0873175,-5.2457047,0.20618178,-3.0770752,-2.2769802,-0.27979207,0.6858242,-4.6428814,-3.6087713,-5.978814,-0.06620012,-2.7611606,-5.3902254,-3.5663126,-3.356456,-1.9656833,-3.278196,-5.3191915,-2.0913754,-2.5226068,-3.5675032,-4.4476304,-4.979368,-3.6701992,-3.1176603,-2.2546484,-6.4647355,-3.7791252,-3.2628107,-4.2357416,-1.8293191,-5.5141625,-2.889196,-0.11362499,-3.995035,-0.8400307,-2.1542487,-3.5841956,-3.3482008,-2.8654165,-3.3232338,-2.029464,-1.7596276,-3.2309225,-0.92987686,-1.1547134,-3.6111372,-2.9800754
"ACSL1",-1.3082916,-1.2906469,-4.186367,-1.4837939,-4.491811,-2.9417987,-4.057966,-2.8933508,-4.1839957,2.9096055,-1.3228807,-3.1152878,-8.134553,-5.6054907,-1.8122078,1.2462376,1.268774,-1.4853786,-2.7702136,-2.1853702,-4.1621923,-1.7332586,-3.1730962,-2.5908535,-2.286369,-2.6368806,-2.4432082,-6.250002,-3.881373,-0.6549982,-2.9957345,-6.523794,-1.4294662,-3.1863673,-6.595497,-4.5777235,-3.4682891,-4.494322,-2.649362,-3.3582969,-5.288824,-5.5551047,-3.5837803,-5.5924783,-4.1634145,-1.7083284,-6.674097,-1.7883028,-7.5134673,-3.2046914,-3.6445932,-3.5450978,-3.5584009,-3.9444432,-5.2183905,-2.7938182,-2.5847757,-5.6811614,-3.8476794,-8.137407,-6.038159,-5.2127204,-1.7080714,-3.0721626,-4.973153,-7.5807753,-2.9635663,-4.3488717,-2.64823,-7.411526,-3.8345544,-3.3719745,-5.5521274,-2.4631357,-5.3426332,-6.044005,-0.7429513,-1.7249113,-5.6432567,-2.730804,-3.237478,-4.989005,-3.4314635,-4.4142723,-2.997074,-2.4920127,-3.449498,-2.6718068,-3.4995797,-4.088288,-3.225688,-1.4806826,-2.181887,-4.04928,-1.1141007,-1.2196509,-4.485685,-1.418194,-2.0027902,-1.9573019
"CENPJ",-2.683858,-2.4928176,-3.0397294,-4.275252,-0.41227013,-1.8992051,-1.8929119,-3.2170906,-5.0861416,-1.1588724,-1.6992247,-1.2710977,-3.1180649,-3.3287594,-0.99990314,-1.6938498,3.5682461,-4.605668,-1.0447993,-2.6309116,-0.08421777,-3.4397888,0.010027238,-2.3977923,-1.5180718,-2.3344398,-3.67107,-1.7179269,-2.0293841,-0.42985064,-1.5158201,-3.0830638,-2.9416606,-3.2479928,1.3290985,5.2492647,-2.550903,-0.32775235,-2.815737,-4.6459484,-3.4835122,-0.7490312,-1.1081989,-1.1362009,-1.377667,-0.40940246,-2.5510168,-1.7391309,-2.8900542,-3.96658,-3.8329391,-5.542391,-4.0409245,-5.7353287,-1.0361913,-2.490873,-1.8844972,-1.2883658,-2.0270483,-3.7096865,-1.303024,-3.5985131,1.0754114,-3.5319023,-4.4160137,-3.2054954,-0.9178624,-1.0152799,-5.176568,-2.633437,-3.961504,-2.1071537,1.0723658,-2.9063466,-4.502544,-2.9567106,-5.1192536,-2.384481,-1.2541302,-2.6413093,-2.183001,-4.4570146,-3.2486212,0.7688571,-4.707675,2.1123188,-3.763639,-1.5365689,-2.0791547,-2.9274194,0.49859807,-1.2520466,-2.1299446,-1.9789324,-3.7390294,-0.81561416,1.5748615,-3.303884,-5.2901444,-3.0743363
"BEND6",-8.258243,-6.147415,-8.837629,-8.513742,10.839943,-6.8051934,4.209378,-7.499855,-11.488651,-4.7977304,-4.959839,-5.1182847,7.577737,-7.8560524,-3.6268413,-6.261186,-2.5810597,-9.473809,9.116226,-6.121581,5.6251717,-1.0178167,4.349761,-5.4353747,-7.136786,-6.9675717,-7.4169645,6.690554,1.3089069,6.356785,-0.28219756,8.076663,0.7333261,1.5372711,8.224922,17.287556,-5.1750164,5.1757755,-8.1084795,-1.7603312,2.8668323,3.0628612,4.532036,8.398282,0.6685942,-4.3251767,5.9146805,1.4331857,2.5728664,-1.9690217,-7.1735816,-10.405347,-2.3538263,-0.9534059,4.0935674,-0.6206214,1.4255891,7.362182,0.949289,5.071873,11.219785,0.70245343,2.575503,-8.43805,-0.49297458,3.4266338,3.5851653,13.4763,-9.612564,4.0252223,-8.513275,3.9688148,6.5110793,-5.662107,-8.990436,12.781488,-8.841601,-8.143157,8.963467,-5.0257473,-5.934903,-13.675242,-1.0830438,6.8040943,-5.860688,4.0426645,-7.8551965,6.835416,0.4746645,-7.1323757,5.289489,-5.1845274,-0.21944161,6.6056156,-5.7762957,5.2031903,9.567621,-6.964868,-6.3983307,-6.69965
"ARL14EP",-4.794964,-2.4614904,-4.239773,-4.080552,-3.113176,-0.2453664,1.878161,-4.081005,-7.060393,-2.2824025,-1.9570516,-4.309477,-3.9234023,-3.9954684,-1.434874,-0.7379026,-2.2380946,-3.8003905,0.09437281,-2.9956439,-1.5764718,-3.5173934,-5.56616,-3.2520278,-2.8654456,-3.2253819,-3.1895032,-1.478031,-2.2921953,-3.3395739,-1.9365127,-4.9723063,-1.4894788,-5.593968,1.5663482,2.7640302,-3.37483,-0.44651127,-4.327264,-2.6065142,-3.0703483,-5.3552504,-3.6389594,-2.1234012,-1.9451476,-2.951076,-2.3808358,-2.3986344,-4.2636704,-3.0566862,-4.958084,-7.9882965,-2.4897122,-5.224583,0.94596446,-1.8500388,-0.8047506,1.3423464,2.346258,-4.4310403,-2.3807235,-5.6604776,1.807834,-4.029673,-6.1895185,-3.0198293,-2.2382064,-0.123174,-4.768615,-5.3562427,-3.4011521,-2.8098636,-1.5094204,-4.155112,-6.5486016,-3.096148,-4.4510293,-2.4662268,-4.927275,-3.9438558,-3.7810574,-5.2633953,-2.008902,-3.7913988,-5.0035954,2.0212598,-4.6405854,-1.7922636,-1.417882,-4.008274,-0.3145292,-2.5080428,-3.5469203,-1.2469224,-2.2528,-2.36849,1.204648,-2.4894645,-3.5233216,-3.8277273
"SPC25",-2.5839918,-3.6522882,-3.8553052,-2.4683702,-6.4920306,-4.25448,0.48536158,-3.480248,-3.3733623,-3.2382252,-2.4353094,-4.001017,-7.944709,-3.0244646,1.4686068,-0.073918514,4.305989,3.202316,-4.466867,-2.645488,-2.639074,-1.138039,0.07558436,-1.5288637,-5.79704,2.7156935,-2.56968,1.9738386,-3.430699,-6.493641,-2.2051528,-5.8018656,-1.9699425,-3.4930084,-5.4925294,-3.4382598,-4.0363407,-3.3683658,-4.3510027,-1.1540747,-4.3182173,-5.140687,-3.3012056,0.4668867,-3.383466,-1.9474447,5.4847746,-2.9647503,-3.0857263,-1.5697938,-4.6182437,-3.241507,-3.0123253,-2.304956,-4.571251,-4.383862,-3.135896,-3.0786343,-0.32815108,-3.4838037,-4.988604,-7.520509,-2.105015,-2.705863,-4.209324,-2.640917,-4.775271,-2.298031,-1.6407835,-3.6874018,-2.7299974,-2.4724112,-3.6722052,-2.3002121,-3.409519,-3.9940321,2.5101287,-1.3478459,-5.0971837,-3.5531306,-3.5324361,-6.866483,-0.76558304,-7.5889997,-2.1347437,-2.0194798,-3.1360178,-1.1316756,-5.850746,-3.5211818,-4.1654778,-1.8272665,-4.864097,-3.9727323,-2.28278,-2.662585,0.89410406,-3.4385862,-3.4129388,-3.9323459
"CCDC50",-4.176658,-3.84073,-4.525676,-4.7129025,-1.3899592,-1.6492461,2.4428854,-3.4521368,-5.864476,-3.282163,-2.0521173,-3.413062,-3.1158705,-3.5195577,-1.5354125,-2.0035243,-2.7759962,-4.8874846,1.7296908,-1.72304,-1.2445832,-2.0892954,-1.3262085,-3.447889,-3.3020616,-2.492432,-3.7508829,-1.1823914,-0.835265,-0.008086458,-0.80705637,-3.0561283,0.7245417,-2.4097922,2.6503046,3.475525,-3.055657,-0.27984673,-3.863141,-0.042101778,-3.1581073,-1.5167035,-0.3187356,-0.99923867,-0.9815385,-1.876058,-2.5151765,-1.0813127,-3.0320423,-0.89987165,-5.21197,-6.4033175,-1.2335421,-3.4498663,0.23738272,-0.7073444,0.60263366,2.5037036,2.040093,-4.195429,-0.225325,-4.1536407,2.282889,-4.4634676,-3.0142832,-3.591541,-0.21332385,1.7600638,-3.790515,-4.805627,-3.8952346,-1.235065,-0.3644035,-1.4004569,-4.541072,-2.8346682,-4.651436,-1.8550878,-0.7812867,-3.2099812,-3.34436,-5.242841,-0.26384166,-1.1414912,-4.5486317,4.908094,-3.113056,-1.6080364,-1.4220524,-3.6741931,3.979989,-1.7184935,-2.4302056,0.54061085,-3.2354765,-0.9153244,2.9619696,-3.4963708,-2.9926207,-2.157167
"TRIM36",-1.7276059,-1.8429214,-2.6353624,-1.5155171,-4.0194216,-2.4511414,-5.1263986,-3.261493,-0.44939646,4.4995565,-1.3558538,-0.7255861,-7.3821163,-4.324329,-1.3705251,-2.2889512,9.041702,4.0477524,-4.708128,-4.136895,-2.4477768,-1.4027996,-2.299474,-1.3119236,-3.2227974,-2.9404776,-1.1394459,-3.523638,-3.1989167,-2.29833,-3.3239796,-5.2402887,-4.233721,-5.6154876,-8.084038,-5.377182,-2.4161966,-3.0794327,-3.2217066,-3.3048553,-3.3615923,-2.9827783,-3.9948394,-2.7429748,-2.3549087,-2.9937358,-3.2309015,-2.6288464,-3.1920717,-4.809613,-2.5930066,-2.6934133,-2.5190883,-3.103638,-3.1042657,-3.8036025,-2.9957597,-6.315514,-5.6110086,-4.3913627,-5.2739925,-4.351266,-1.959972,-4.2336235,-6.6052,-3.5838754,-2.7443247,-5.746917,-2.4791033,-6.339173,-3.1824567,-3.9010928,-2.8693378,-3.3427591,-3.3829038,-2.663998,-0.4292371,-1.6394956,-3.7786527,-0.2986197,-2.8859997,-3.0486774,-4.042528,-5.421854,-2.3533895,-4.0782847,-3.5159519,-3.3940263,-2.596921,-2.722819,-6.9016743,-2.1239388,-0.7608935,-2.406147,-2.1327696,-1.5475385,-4.2154922,-1.1157392,-4.8192835,-4.317105
"BANK1",-5.988935,-5.1418076,-5.9999137,-7.3850875,-1.1824144,-5.231532,11.32595,-4.5914254,-7.517956,-6.5747743,-6.360943,-5.1531234,3.8539371,-5.152993,-4.7120185,-3.5970924,-8.939095,-6.7896624,3.2252543,-3.9584687,-0.06916331,5.6467667,1.7069963,-5.2074304,-6.670162,-4.9106526,-7.3444715,6.59902,6.8283696,0.090972885,-0.030954003,1.2901952,14.156416,2.5981362,3.925474,-0.42044955,-5.018986,1.9943501,-5.010685,11.793862,0.619053,-0.74432814,-0.04133505,3.3928118,0.7371076,-4.169252,3.99018,0.7587579,-1.3120707,6.3302317,-7.0725474,-8.069753,10.23455,1.9542559,1.6757609,1.8419261,7.7872076,8.859212,13.127884,-3.2355282,-1.250287,-2.9952593,7.0895467,-4.019513,-1.4369531,-1.3181474,2.3737059,7.0400276,-4.822234,0.36294052,-4.0906873,1.1140167,-1.3768926,-5.349899,-8.3457985,3.1982186,-3.832883,-2.6524794,3.6120667,-7.1892443,-3.6192305,-9.41333,11.940544,-1.5974236,-7.0732965,9.556271,-7.5262194,6.3883686,1.0156035,-8.162106,8.45414,-3.571272,-0.36730683,10.311587,-3.8896384,-0.64236456,8.730612,-4.2301316,-5.621346,-4.147962
"DAB2",-0.80774033,-1.7898508,-3.8168154,-4.6514344,-2.8686285,-2.8774505,-4.4603143,-1.5316496,-5.0107126,2.8295949,-2.6718917,-1.7563063,-5.8578777,-3.5849755,1.911998,-1.5468336,1.6742913,1.8370295,-1.6276767,1.1172972,-0.9144178,-2.2300696,-2.035718,-3.230264,-3.331499,-1.3512245,-3.3263383,-2.7186,-3.3855,-2.890802,-3.5401683,-4.290061,-5.156176,-4.3523107,-3.4293773,-3.6017878,-2.0936196,0.6239421,-4.0885596,-3.8081164,-4.740379,-4.4758034,-1.7152638,-2.9818282,-1.5673642,-1.5378579,-0.21750455,-0.55798405,-3.9190373,-4.081335,-3.9108047,-3.4495425,-1.0148362,-6.60084,-6.265169,-3.33895,-4.455851,-2.764218,-3.1624577,-3.7534654,-3.3645644,-6.175807,1.1336313,-3.7351453,-4.256391,-4.58033,-3.9882383,-3.317773,-4.6283026,-1.900167,-4.2222967,1.3150191,-2.7259176,-0.43544683,-3.4539285,1.4317435,0.20420028,-3.0185826,-3.3208334,0.0810144,-3.0792592,-6.6379156,-3.3511684,-3.7248855,0.07599496,-1.2576214,-4.22788,-5.2449226,-3.6420932,-1.564563,-2.1744547,-3.294443,-1.5713964,-4.306656,-1.4980835,-0.9364162,-0.7456028,-3.0401459,-2.3719292,-2.4941418
"NR4A2",-2.9801595,-1.8579667,-2.9975193,-2.6530437,-4.593369,-0.73793775,-0.75268,-4.0601068,-5.038809,1.7855797,-2.2435753,-3.2730958,-5.2234917,-4.911393,-2.0229697,-0.8291699,0.6249476,-0.90684503,-1.0672859,-3.0622737,-2.4580276,-2.6697028,-4.54848,-1.9132997,-3.2085512,-2.8036606,-2.5386813,-1.1347823,-1.8304584,-2.1398072,-3.0263057,-6.548879,-1.8622983,-4.796704,-3.0938413,0.17797266,-3.583862,-2.5168338,-3.0432205,-1.7375216,-3.304109,-6.6159334,-4.8469415,-2.2515326,-2.8724868,-2.5562363,-4.463898,-4.511624,-3.3263109,-5.290393,-4.2606854,-6.2596135,-3.1037621,-4.7644835,0.016362917,-2.873807,-1.3485156,-3.5663013,0.14656873,-5.1459002,-4.066394,-6.172706,0.7231596,-3.4011621,-7.2459292,-5.8667912,-1.4134659,-3.469646,-3.7079601,-6.0697584,-3.2541907,-2.9590673,-2.096701,-4.4588733,-5.792635,-3.8446076,-3.313682,-2.4345055,-5.5715666,-0.7913449,-3.510371,-3.341662,-1.6225873,-4.4704027,-3.431763,-0.9765647,-4.136128,-1.3162434,-1.906086,-3.9152982,-6.4551754,-1.9153459,-1.3569555,-2.5008657,-2.1635084,-2.6043658,-0.21216531,-1.4452169,-5.344106,-3.2896156
"SCN3A",-7.0408278,-4.0319104,-6.905091,-8.027525,-2.157287,-4.952988,10.065834,-5.4274635,-7.270278,-6.349444,-7.613345,-4.910555,4.558276,-6.1145,-5.6906323,-4.0742946,-7.350478,-5.285341,1.415919,-5.1429253,0.30442286,6.031856,0.7098296,-5.466273,-6.049961,-6.1809464,-6.971866,7.9928102,8.246878,-0.5045658,-0.44197148,1.4134518,14.325478,1.7742184,2.6928425,-0.8700357,-5.7323885,2.3956425,-5.8782587,11.724243,0.12509128,-1.0682614,-1.0143766,4.067007,0.59714454,-4.649745,4.8040414,0.5058859,-1.041851,5.8932548,-6.9723573,-7.7969694,11.246779,2.1768491,0.9209118,2.471954,8.064546,7.3240047,12.489256,-2.691108,-1.983384,-3.3874953,6.904946,-4.225571,-3.090033,-0.17318213,2.2067327,6.4621124,-4.844321,1.1887449,-3.6209927,0.910511,-2.2989724,-7.4313664,-9.59641,3.4075916,-4.2007623,-3.3268867,3.352507,-7.640044,-4.1224384,-9.570315,12.734503,-2.5133066,-6.9855127,8.925752,-9.150475,6.096551,0.82360935,-8.225263,7.2228694,-3.498079,-1.1572745,11.268148,-4.2108836,-0.7409953,8.67104,-4.277439,-7.428142,-4.945867
"CD96",-3.1791482,-1.7760227,-1.8798604,-3.2849882,-1.7986673,0.61308044,-1.3863379,-2.5941806,-4.5606775,-0.75482804,-1.0898715,-2.5894144,-2.2552562,-2.9229531,-0.8659605,-0.099558644,1.4430153,-3.3823307,-1.0704333,-2.202089,-0.63340735,-2.9581556,-3.2266414,-2.0084355,-0.9822671,-2.2908897,-1.8443757,-1.6237341,-1.3019695,-1.755199,-1.6206893,-3.9588969,-2.5318582,-3.490514,0.620643,3.3709636,-2.0756955,-0.10324369,-2.4507053,-3.3187509,-2.9085832,-2.127958,-1.967902,-1.0277264,-1.7289753,-1.307366,-2.8046935,-2.119422,-2.7049441,-4.0779986,-3.501649,-5.212366,-3.4540696,-4.8036513,-0.29249913,-1.5241537,-1.312985,-0.82530886,-0.16287999,-3.0006237,-1.3448346,-3.1062818,1.04262,-3.233741,-5.166052,-2.5150657,-1.348061,-1.5936122,-3.5421295,-3.3761432,-2.0959954,-2.1695943,0.102857076,-2.7749572,-4.6374464,-3.271022,-3.71098,-1.4325769,-3.2099345,-2.181849,-2.0130296,-2.963127,-2.1292434,-1.0382296,-3.8063164,1.4011894,-3.8090513,-1.8201674,-0.7494041,-2.3677046,-0.5751936,-1.3912957,-2.4191175,-1.626696,-2.1681123,-0.9222536,0.88642645,-1.9976616,-3.2743828,-2.179288
"NRGN",-1.1776023,-2.986391,-3.7657802,-2.911222,-4.1091113,-3.2407296,-5.918559,-1.6434337,-2.6177003,4.6863832,-1.870617,-2.1505406,-7.416648,-3.9238572,0.11675228,-0.35832745,3.5447843,3.1059062,-3.1917787,-0.57426304,-3.560578,-1.477542,-0.45772263,-2.4079616,-3.9483323,-2.1204293,-2.0059066,-4.8661184,-2.632177,-2.5740643,-5.1091986,-6.354453,-3.0797288,-4.2449484,-6.2033825,-5.1533465,-2.549316,-2.955774,-3.6345835,-3.45745,-4.9497957,-5.466794,-3.2203631,-4.354503,-3.591725,-1.4226854,-3.343815,-1.6978973,-5.8436465,-5.0547934,-3.459353,-2.9521952,-1.0671445,-4.241791,-4.3541226,-4.0621696,-3.7086427,-5.2690287,-5.667816,-4.5528097,-6.047395,-5.6812816,-0.89902633,-4.330164,-6.0853267,-5.8701477,-3.9338624,-6.0665007,-2.6903977,-5.7236814,-3.2162316,-2.1670163,-4.003645,-2.5852869,-3.7431738,-1.9417341,-0.17514522,-1.8492348,-5.6091394,-1.2593124,-2.0747302,-5.061683,-3.2517054,-5.577055,-2.1896012,-2.958762,-4.826336,-2.9259284,-4.1946015,-2.7907765,-4.2042584,-2.1111336,-2.3014557,-3.2492616,-0.05403864,-0.8868211,-4.3822603,-1.8521639,-3.5223672,-2.7831252
