"","X2","X13","X36","X74","X98","X99","X108","X123","X125","X141","X146","X180","X191","X195","X256","X282","X323","X341","X390","X396","X456","X469","X497","X498","X503","X510","X519","X527","X561","X563","X575","X603","X628","X633","X668","X672","X688","X790","X837","X874","X892","X913","X944","X948","X981","X990","X994","X1005","X1033","X1061","X1071","X1083","X1119","X1123","X1147","X1156","X1185","X1191","X1198","X1217","X1221","X1223","X1256","X1258","X1270","X1282","X1291","X1298","X1309","X1352","X1423","X1476","X1492","X1572","X1578","X1581","X1584","X1621","X1623","X1646","X1658","X1665","X1677","X1680","X1682","X1744","X1791","X1812","X1819","X1825","X1831","X1854","X1882","X1892","X1952","X1955","X1970","X1987","X1999","X2039"
"ABCG2",-4.300906,-1.7194556,-4.2419653,-8.402186,-7.23872,-4.727361,-5.950287,-3.5839982,0.117776535,0.78485733,-6.1591253,-2.9146535,-6.4386473,-5.4177113,-2.2223823,-2.553666,10.402794,-0.5210157,-6.8157644,-5.259737,-2.20598,-6.0460696,3.7227147,-1.648836,-4.716299,-4.08404,-1.3612028,-4.9898896,-4.301412,-2.2752626,-6.113798,-4.7214017,3.4426,-5.2133894,-7.2895555,-5.2225485,-4.91036,-7.4277782,-7.6153035,-2.6498575,-5.155069,-6.8637223,-2.258144,-3.2405834,-6.9912157,-5.246192,-2.5230224,-3.782985,-5.531765,-1.7377485,-3.1032658,-5.196685,-1.197032,-3.3472214,-1.2265413,-4.9307427,-4.0944285,-6.7315035,-6.2762346,-1.9571301,-5.171096,-3.2989163,-5.1940303,-6.844326,-6.671338,-4.8667655,-5.774662,-4.0712957,-3.0467784,-5.6077747,-4.1794834,-3.8427417,-2.7994,-9.4752445,-1.4404559,-0.55052155,-3.4938293,-5.538904,-5.479279,-6.0304046,-2.343128,-4.6414967,-1.8933306,-6.341603,-6.916764,-3.7394814,-6.8610134,0.22970447,-6.3019547,-2.2989233,-5.3268204,-4.238086,-1.9784402,-2.7323713,-2.5187774,-2.77832,-3.2484052,-3.4146836,-6.9328,-3.5028775
"CCND2",-1.9304727,-0.58911633,-1.991318,-1.0076308,-3.886527,-0.5552733,2.4207172,-2.3771048,-3.7883174,0.077153064,-1.3837049,-2.5089257,-3.885078,-2.3740504,0.13606738,-0.26651943,-2.2228978,-0.6312227,-0.5343438,-0.6954734,-1.6722909,-2.143941,-4.306054,-1.4911687,-2.8034306,-1.1751943,-1.2452356,-0.61683124,-2.8529315,-3.4603195,-1.7311338,-4.809562,-0.5934286,-3.8160632,-0.69402593,-0.32308432,-1.9235934,-1.3545527,-2.1169813,-1.142871,-2.5568068,-5.870495,-4.2087793,-1.9732815,-1.9739244,-2.3978426,-1.108806,-1.997441,-2.6358643,-1.838892,-3.4398801,-4.1780553,-1.0561472,-3.2704859,-0.45570666,-2.5080957,-1.5772485,0.53894615,1.5725491,-3.0528376,-2.8276186,-5.6214094,-0.26530775,-1.7405925,-4.020086,-1.6048653,-2.805026,-0.9306789,-1.7847611,-3.821657,-1.6309447,-0.9620392,-2.6722443,-2.6252131,-3.102797,-1.631808,-1.8254335,-1.3229681,-4.7677865,-1.0989923,-2.5093977,-2.0308495,-0.9399673,-4.8775387,-1.6670945,-0.44367808,-2.0409658,-1.5514544,-1.9035902,-3.1019208,-3.0252447,-1.7059575,-2.6963723,-2.247179,-0.9412689,-2.2409732,-0.8589717,-0.35371518,-1.3515823,-3.106546
"CCDC92",-0.06352275,-0.6112196,-2.606802,-3.0132957,-4.752504,-2.6049645,-4.136343,-0.15265733,-3.3291614,3.5732381,-2.2344508,-0.7853316,-5.5600247,-2.2543564,1.9460826,-0.33380055,1.6154352,3.1645458,-1.9160198,1.154696,-1.8094265,-1.9085714,-1.5997716,-2.1890357,-2.6793323,-0.046344135,-1.9319426,-3.0858595,-2.088102,-3.4046357,-3.2092423,-4.8685656,-3.5625584,-4.2113585,-4.62593,-5.4066887,-1.600601,0.09566487,-2.7920318,-2.9688525,-3.9990628,-5.181366,-2.313431,-3.5087347,-1.9413252,-0.9722558,-0.7815849,-0.34393817,-3.4578123,-3.7645621,-3.0766428,-1.8690859,-0.27114964,-4.284762,-5.69574,-2.9105172,-3.9954627,-3.2773595,-2.523606,-3.776592,-4.2428994,-5.8721194,0.19536923,-2.519278,-4.6448483,-4.234948,-3.9759607,-4.288062,-2.2410882,-2.313058,-2.500995,0.06788377,-3.447049,-0.4387488,-2.8899572,0.51714927,0.80166686,-2.862014,-3.8059344,-0.22656909,-2.002374,-3.7344518,-1.8073955,-4.8475556,1.1584774,-1.4793291,-4.08595,-4.166866,-2.7410553,-0.7736355,-4.0103893,-2.1970105,-1.6206007,-3.497907,0.2756816,-1.470084,-1.9451203,-1.1199429,-1.8405538,-1.8527846
"CNTRL",-3.2828755,-1.891487,-2.3036041,-3.297419,0.09660626,-1.9587176,1.8466536,-3.1228983,-4.303842,-1.4501785,-1.3596073,-3.0020235,1.0742452,-3.6172497,-0.83593535,-1.6491104,-1.4035403,-3.9262235,1.342626,-2.14456,1.0202616,-1.0974611,-1.2159418,-2.21115,-2.661215,-1.9551221,-1.8775107,1.4853214,-0.8751144,-0.40846986,-0.9503115,-1.3848118,-0.00225646,-1.5787739,2.5464892,4.3743515,-2.151575,1.3555362,-2.656369,-0.83218986,-1.2083443,-1.6313921,-0.7533162,0.71733695,-0.45883027,-1.8241366,-0.74789566,-0.9665582,-1.4598223,-1.1929382,-3.6213417,-5.2250056,-1.7663746,-2.9059117,1.00312,-0.94871086,-0.36893654,2.228743,1.2102002,-1.290955,0.4998109,-3.0906048,1.5322789,-3.5158918,-3.342913,-0.75969374,0.030790435,1.7720071,-3.6063137,-1.1866952,-2.7789428,-0.5892755,1.357527,-2.930234,-4.464515,0.7044156,-4.0124927,-2.0643044,-0.521464,-1.4129915,-2.1840389,-4.2483854,-0.107410334,-0.13079008,-3.6712112,2.4545283,-3.7757177,0.29475462,-0.19124523,-2.7432969,0.9405107,-1.6083467,-0.13324156,1.1149791,-2.2192464,0.61907643,3.3115149,-2.2910242,-2.6122148,-2.3836584
"CSF3R",-2.150115,-2.7034616,-3.566791,-2.8162842,-4.207029,-2.847821,-5.138152,-3.0156295,-2.3148162,3.330503,-1.2313809,-1.9907053,-7.011733,-4.503172,-1.2987894,-0.121337526,4.160594,0.775912,-3.751188,-2.984135,-3.4355562,-1.2199302,-1.2641315,-1.9660841,-3.2167327,-2.8596203,-1.4633151,-4.755344,-2.6815395,-1.0067189,-3.9755926,-5.685317,-1.5388887,-3.8891172,-6.078726,-3.7947433,-3.6620042,-4.4081903,-3.027389,-3.0487013,-4.351431,-5.259506,-3.831079,-3.9285462,-3.1190453,-2.0396602,-4.5980797,-2.3260007,-6.5019712,-4.3134937,-2.8515012,-3.432955,-2.2749164,-3.409223,-3.473781,-3.1808445,-1.8784858,-5.977743,-4.6359324,-5.32704,-5.517719,-4.111628,-2.2627702,-2.8356612,-5.7747374,-5.720637,-3.0017571,-4.946874,-1.9838817,-6.0412326,-3.1018915,-3.6010876,-3.4935515,-3.6834183,-4.057331,-3.4333975,-0.8177211,-1.6946962,-4.732465,-2.278049,-2.1183627,-4.6382203,-2.537866,-5.17697,-3.8109348,-2.975627,-4.1022406,-1.3166283,-4.057353,-3.837744,-4.411595,-1.3803889,-2.1467311,-2.9344554,0.012513404,-1.357632,-4.679873,-1.9505603,-3.50828,-3.182179
"PROX2",-1.6597788,-3.3254488,-2.994471,-2.547632,-4.544259,-3.0795312,-2.8044174,-3.7553618,-2.3772771,-1.0375307,-0.8144716,-3.056266,-7.4438195,-2.4179208,1.3618065,-0.23291469,3.031323,3.0685353,-4.7635417,-0.8668631,-1.835641,-2.5415413,-0.58248085,-1.1840445,-3.8463283,1.4104583,-2.8128922,-2.0668833,-4.588907,-4.6378055,-1.1602376,-5.9233804,-3.9782972,-5.4749494,-3.8771267,-1.986418,-1.866514,-2.6824875,-1.792457,-3.8125613,-3.026908,-4.6039724,-2.5721354,-1.0161515,-3.3378665,-1.8403337,2.4699855,-2.3575141,-1.9442295,-3.7814283,-3.219778,-2.9449155,-2.3166022,-3.0258183,-3.9397933,-3.810207,-4.4659214,-2.6433892,-1.7155817,-3.4586766,-3.8730307,-7.0673122,-2.056943,-2.2856183,-3.2704477,-2.4453502,-3.5972152,-1.9635528,-1.7513456,-3.8436642,-3.0937302,-1.6272242,-2.4141552,-0.29577178,-3.9418356,-4.790374,0.5071285,0.0077630766,-4.555794,-2.2672832,-1.6156286,-3.5395257,-1.3062563,-5.0583167,-1.665314,-0.65850943,-2.5940502,-1.5269238,-3.573881,-2.8261917,-4.7226014,-1.2597258,-4.291032,-4.604978,-2.4953094,-2.307022,-0.69262224,-1.5721648,-2.0349338,-3.5702171
"CNRIP1",-8.387293,-6.0499034,-8.852471,-8.852387,11.732597,-7.817782,4.5636916,-7.6820498,-12.022228,-4.32516,-5.133833,-5.334626,9.631564,-8.4105015,-3.671817,-6.1846337,-2.2792504,-9.626474,8.896389,-6.877972,6.865534,-0.6099951,5.5595355,-5.552193,-7.014042,-6.9508777,-7.7895107,8.063178,2.1525476,6.3939414,-0.10368022,9.216127,1.2545192,2.7817047,8.912081,17.988077,-5.164995,6.532923,-7.775243,-1.4104888,4.345523,2.9486036,5.002822,9.653662,0.7591115,-3.9749453,7.484033,1.8076872,3.5136538,-2.1690106,-7.3321347,-10.505306,-1.723269,-0.65387195,4.8641663,-1.1167837,1.8572725,7.917401,1.6627347,6.183252,11.12336,1.159665,3.182147,-8.679577,-0.6442607,4.452769,4.1499887,14.610191,-10.38284,6.0836177,-8.689346,4.1214437,7.87529,-7.171645,-9.689193,14.730156,-9.249982,-8.768437,10.049923,-5.3476686,-5.601876,-13.949562,-0.80502754,8.355336,-6.354706,3.4667304,-9.640055,7.904557,0.9863643,-7.3921237,4.2886314,-5.4798203,0.5926973,6.9285517,-5.9187145,6.0163565,10.655814,-7.1486955,-7.4645257,-7.2058992
"IFIT3",-1.1186907,0.4491167,-2.7173793,-1.9126759,-4.344962,-1.1036179,-5.0983334,-1.9766532,-4.0781965,3.361784,-1.820466,-1.9479748,-5.9369807,-4.5429263,-0.8837159,1.4599782,4.2711344,-0.0103960475,-2.894705,-1.9452863,-2.9698782,-1.7160062,-3.5725179,-1.1793815,-1.4688821,-2.0387733,-1.6607801,-3.7284322,-1.3768216,-1.6307868,-1.9445187,-5.983002,-2.205516,-2.5252998,-6.7766128,-4.4674463,-3.08949,-3.2336824,-3.7095509,-2.1876032,-4.194305,-4.6551914,-3.620307,-3.9348068,-3.4936311,-0.9120419,-5.728738,-2.6608546,-5.6186867,-3.9584386,-2.8455732,-2.1848469,-3.8374012,-2.504492,-4.6344357,-1.9486156,-2.8749454,-6.4472885,-2.989018,-6.313669,-5.6853986,-3.7488418,-1.9437519,-2.722738,-5.1758866,-4.373428,-1.8896717,-4.054226,-1.8286741,-5.564394,-3.2759967,-3.9523916,-4.525701,-3.131513,-4.6424694,-5.7387614,-0.21344028,-1.9424762,-5.100051,-2.0676126,-2.0134952,-4.3659277,-1.9779308,-3.5744276,-1.1581106,-3.5236523,-3.565107,-1.6704961,-2.875575,-1.8583577,-5.1799006,-1.4954665,-1.1818564,-2.9693894,-0.7429751,-1.3830423,-3.3883138,-0.5763191,-2.362025,-1.7407544
"GPAM",-1.1251762,-0.70088047,-3.143998,-0.56578255,-4.3734565,-1.2463382,0.68720067,-2.8435576,-3.1149523,0.036237713,-2.8185878,-2.6158295,-5.44285,-2.0758593,0.53921604,-0.38370955,-0.36129823,0.045845464,-1.954254,-1.1896312,-3.0252361,-2.8311074,-4.7436543,-0.5838147,-2.8464017,-1.1955919,-1.5052063,-0.37324873,-4.0803847,-4.202363,-1.521882,-5.0680757,-0.57295513,-4.4201,-3.2500036,-1.631441,-1.9256113,-1.8385916,-2.2541666,-1.5669222,-3.5646915,-5.5969663,-4.9385214,-2.043811,-2.560877,-2.5568335,-0.31233191,-2.458587,-3.0437236,-2.2036982,-3.6699753,-3.0215979,-2.1680937,-2.764348,-1.6721737,-2.5319297,-3.1195598,-0.87001455,0.77152103,-3.7021487,-4.01795,-5.8659015,-0.7454286,-1.9066453,-3.3266735,-1.8367954,-3.6097279,-2.454421,-1.532789,-4.7091136,-0.7768755,-1.573783,-3.7815876,-2.482344,-2.3028343,-2.8519292,0.55920565,-1.2802923,-5.356371,-2.0266366,-2.6497664,-2.1260126,-2.1635964,-6.4891424,-1.3614489,-1.2447907,-1.8561536,-2.1997294,-3.2625787,-3.1784418,-3.629796,-1.6464784,-3.830126,-2.7385082,-1.2501359,-2.6450956,-1.1097296,-1.0794244,-2.1309116,-4.0727506
"HELLS",-3.448662,-0.48588014,-3.5574045,-2.8949094,-5.1238465,1.1313372,-3.017348,-1.7658477,-6.3151503,-0.4626829,-2.7429557,-4.305966,-8.098965,-3.3178742,-1.5776305,0.6540528,3.08954,-2.2128882,-0.7488248,-1.2351867,-2.655777,-4.5727577,-8.089961,-2.2076492,-0.59447634,-2.9969156,-3.2002614,-4.917867,-2.673427,-3.3829715,-2.3146853,-7.723775,-4.9638643,-4.573112,-2.5438268,-1.5656227,-2.3970659,-1.6424317,-3.956842,-4.7775183,-5.0397553,-5.320463,-3.0113792,-4.0156994,-3.0679715,-2.6655385,-4.2443376,-2.0634382,-5.48295,-5.253741,-4.101674,-4.8646054,-4.3248925,-5.414306,-3.423015,-2.516155,-2.9873714,-3.0556662,-0.64456284,-6.8278146,-4.52563,-5.059819,-1.5728766,-2.863266,-5.665128,-3.439084,-3.1503208,-2.4825041,-2.5291703,-7.3005147,-2.8163207,-3.3714433,-4.2706656,-3.1080356,-4.7025175,-6.336149,-1.8085611,-1.9637518,-6.4821715,-3.8664162,-3.4643362,-4.0377316,-4.2713957,-3.8816295,-2.6299272,-1.3525466,-3.6457753,-3.2266338,-2.5187037,-2.2837846,-2.2231276,-2.4924376,-3.9660492,-3.9378157,-1.724865,-3.7930973,-2.6759188,-1.0397887,-2.5536993,-2.9640274
"MYCT1",-0.79202664,-1.4610442,-5.5244784,-4.851497,-2.8674295,-2.4944174,-4.8594933,-2.3379874,-6.7355094,-2.2582138,-3.5918255,-3.2945511,-9.577345,-5.9456725,-2.3460205,0.74453247,6.468519,-8.021903,-1.1267267,-1.5173641,-4.0068593,-4.894504,-5.070238,-3.894887,-2.1106617,-4.1778197,-3.6759071,-6.87316,-5.1354804,-0.3199637,-2.206814,-7.391233,-5.9219537,-3.372543,-3.443882,-0.73266697,-2.5022242,-3.5102956,-6.5293503,-6.715399,-7.05428,-2.0100608,-1.7479787,-3.045782,-1.9942496,-2.6207266,-4.2681003,-2.307099,-5.3665953,-2.9564312,-4.862249,-0.35128784,-4.74518,-6.303393,-7.6831503,-4.278664,-5.458359,-6.3288226,-3.4570315,-10.873653,-2.7346296,-4.957892,-4.607282,-4.036422,-4.6250954,-5.294183,-2.5421844,-3.1989443,-4.2989244,-6.65979,-4.5741987,-2.2846656,-5.9991593,-2.2756958,-5.0251403,-8.375971,-3.2045803,-2.0993068,-4.3111143,-4.846469,-3.4269154,-4.2692814,-6.3747797,0.09177197,-2.6721294,-2.1651125,-1.881738,-3.030698,-3.7699149,-2.2287655,-1.3064425,-0.6429169,-4.167775,-4.808583,-6.0066724,-2.867545,-2.4557745,-3.835309,-4.285095,-3.1485293
"TGFBI",-1.9673036,-1.2818162,-4.0429373,-1.5746462,-4.325572,-2.9483604,-4.3850856,-3.157007,-4.4603825,3.2810328,-1.4254588,-2.6496062,-7.394782,-5.2877107,-0.8895818,1.31619,2.597227,0.52340174,-1.9585825,-2.8503523,-3.4668863,-0.60718215,-3.1870236,-1.9871029,-2.7460973,-2.4803817,-1.339442,-4.810332,-3.1768093,-1.6435709,-3.5450642,-6.039732,-2.6243258,-4.111248,-7.498024,-5.126986,-3.5055292,-3.2008705,-3.781674,-2.9326472,-4.1660986,-4.5027947,-4.9209986,-4.9725246,-2.7952406,-1.7435449,-6.178619,-2.5776315,-6.171471,-3.5803888,-3.297956,-4.109005,-3.5829728,-2.2014449,-4.1468654,-2.6623535,-2.2464664,-5.665954,-3.8507335,-7.197096,-5.663764,-5.1201053,-1.3469921,-3.69881,-5.931328,-6.4956684,-1.9865838,-4.670934,-3.3941412,-7.056086,-3.7526994,-3.0439987,-5.1515956,-4.285362,-6.3745127,-4.8600154,-0.91082597,-1.7731194,-5.8238497,-1.6000904,-3.3837404,-6.085423,-2.6729891,-5.0028734,-2.844402,-3.4609003,-3.908994,-2.6744664,-2.695277,-4.190396,-4.431252,-1.5136013,-2.0723574,-2.7254086,-1.0880026,-1.1543465,-3.8576574,-2.0290673,-2.6784024,-3.335806
"EGR1",-2.729692,-2.0699215,-4.4657145,-1.9627047,-5.159957,-3.0583944,-4.280742,-2.931215,-4.916313,2.845228,-1.7174498,-2.931528,-7.9357996,-5.4489174,-1.7828878,2.0112908,3.0535533,-0.6974532,-2.6259968,-2.6902704,-3.9147842,-1.3954448,-2.8978288,-2.4246829,-2.395298,-1.347876,-1.3123044,-4.298704,-3.0232897,-1.9668362,-4.0286155,-6.5423775,-1.922914,-3.3892834,-7.2224674,-5.150799,-3.7327104,-4.06723,-3.037302,-2.6685686,-5.6598063,-5.365905,-4.493716,-5.799613,-2.8303306,-2.2808056,-6.0969954,-2.5099182,-6.639884,-3.5332484,-3.6349955,-2.9432015,-3.093113,-1.2625914,-4.138725,-3.2805474,-2.8029451,-5.771736,-3.6131723,-7.408649,-6.0506725,-5.0290623,-1.5966657,-3.8488858,-6.4712853,-6.380351,-2.3635714,-4.776267,-3.366581,-6.5878234,-3.7094862,-3.5628424,-5.0936904,-4.077906,-5.781316,-4.937456,-0.63050985,-1.9447417,-5.471144,-2.641446,-2.8772342,-6.437564,-2.1867764,-4.8459134,-2.9390864,-3.23077,-3.815976,-1.2726334,-3.4211824,-4.320683,-5.009064,-1.419481,-2.4690278,-2.6126125,-0.16386294,-1.054355,-5.0125914,-1.72218,-2.964396,-2.6094615
"DUSP4",-2.5867922,-2.4624388,-2.7245295,-2.3580923,-1.1807843,-0.79165226,-1.7469088,-2.58828,-4.19823,-0.8420745,-0.92644155,-2.573778,-4.2880607,-2.7167654,-0.93665826,-1.0639676,0.88762116,-2.7366207,-0.42806032,-1.8219203,-1.7813225,-2.44444,-1.0594343,-2.3159928,-1.5880069,-2.0991437,-1.9332482,-3.1760864,-2.3834124,0.010462031,-1.7426925,-4.011933,-2.4714673,-2.4174254,0.022774715,3.3013458,-1.7708083,-1.4997073,-2.4345264,-3.3936472,-3.931742,-1.6266333,-1.5254345,-1.7351371,-1.3341386,-1.5079615,-3.1698565,-1.6994143,-3.2307372,-2.580193,-3.5504165,-4.1025686,-2.8878918,-4.4432025,-1.9826193,-1.6681776,-0.64583105,-1.1696666,-1.7767301,-3.8384368,-1.059367,-3.4288406,-0.52519053,-3.1544907,-3.292731,-4.3317,-1.5130287,-1.3028955,-2.6640568,-4.1982436,-2.872948,-1.4363375,-0.9252167,-0.84138817,-3.4655402,-3.9182794,-3.046495,-0.6135448,-2.3583949,-1.5976896,-2.2413838,-3.4593287,-3.0077226,-1.5379919,-2.767088,2.3340828,-2.4247234,-2.9894693,-2.5166337,-2.5260642,1.7896464,-1.0039415,-2.3181398,-1.5613327,-2.1174483,-0.42637777,-0.14766735,-2.7865834,-2.3936644,-1.4133178
"CLU",-0.8764073,-1.3908099,-4.381072,-2.176074,-1.8458914,-2.5505335,-4.4387717,-1.8563876,-4.968017,1.2736491,-1.9563489,-2.8350265,-6.8274746,-4.288424,-0.32588282,-0.43738854,1.7874409,-2.428174,-0.6417185,-1.1228769,-2.5971978,-2.1085098,-2.845173,-2.4937313,-1.8002137,-3.3299751,-2.4582543,-5.7511983,-3.6957307,-0.10509111,-3.282965,-5.4639416,-4.2787933,-3.198846,-2.9099162,-0.450934,-2.2328336,-2.363939,-3.7081494,-4.789566,-5.2549443,-1.2209135,-2.4766116,-3.6921744,-2.7967918,-1.4681969,-4.503203,-1.4891762,-4.0432324,-2.8173628,-4.722693,-2.8529425,-3.162986,-4.69944,-4.8033323,-1.8225183,-2.493179,-3.4678552,-3.8686955,-5.708994,-1.8861663,-4.4091067,-1.7856003,-3.8159547,-4.204794,-5.548382,-2.4862924,-3.0054586,-3.9844244,-5.451409,-3.4414551,-0.7905876,-4.0790586,-0.5713936,-4.9936943,-6.0103827,-2.7181187,-0.25915444,-3.7856476,-1.0989418,-3.1901112,-4.6091976,-5.0901995,-2.3745825,-2.5786026,-0.021551248,-1.9972223,-4.7253885,-2.5053167,-2.9280515,1.4108226,-1.5602415,-1.9696009,-3.4133506,-3.135758,-0.9262915,-1.6471024,-2.3820677,-1.3298138,-2.531683
"SCPEP1",-2.0720928,-1.2289053,-2.756852,-2.6985059,-5.2050815,-1.1411327,-3.947272,-2.522581,-2.1871867,4.009896,-1.554016,-1.9056251,-6.7787914,-4.424655,-1.3278553,0.15237188,4.284476,1.7226622,-3.3215125,-2.727312,-3.570486,-1.8329072,-2.027187,-0.99873525,-2.9806151,-2.6103508,-2.0012672,-2.7502394,-1.2031018,-1.8482208,-3.489876,-6.3681,-1.0873095,-3.2910593,-6.6253166,-3.7662878,-3.8073056,-4.6492906,-3.3832042,-1.6782146,-3.7395048,-6.680846,-4.6449103,-3.4208603,-3.9708323,-2.0788164,-4.908096,-3.4560907,-5.2665067,-4.8377585,-2.5966022,-3.4006524,-2.551606,-3.3430438,-2.3807735,-3.174748,-2.0344737,-5.9984393,-2.5595915,-5.625524,-6.174949,-4.1877904,-1.4890823,-2.52111,-6.1630397,-5.1897197,-2.3220282,-4.946406,-1.7040678,-6.142699,-3.1538243,-3.8924134,-3.1600199,-3.7602236,-3.1292346,-4.6900086,-0.75569355,-2.2415845,-5.180959,-1.4864988,-2.4860132,-3.7531164,-1.8249829,-5.277584,-2.252285,-3.6373956,-3.0822268,-0.5328288,-3.6828663,-2.6371367,-7.5268445,-1.6293911,-1.4275136,-3.143214,0.26260746,-2.595132,-3.7994478,-0.71515614,-4.4907856,-2.3917336
"PLBD1",-2.121532,-1.8948772,-2.5540287,-2.6381261,-4.176982,-1.8999422,-4.028328,-2.8083124,-2.5547905,3.3488457,-1.709723,-1.507044,-5.195893,-4.162731,-0.5071836,-0.1753676,4.2202806,2.636614,-1.5055321,-2.150022,-2.8269062,-0.9262459,-2.1332536,-1.1863703,-2.9131382,-2.4595687,-0.43369016,-2.49292,-1.4096519,-1.352298,-3.1498818,-4.9327326,-2.968078,-3.6199796,-6.129697,-3.3770187,-2.3887622,-0.96034956,-3.2338867,-1.6743789,-2.9566157,-4.1248016,-4.270638,-2.658982,-1.7810647,-1.5053923,-3.8770976,-3.2242541,-3.466774,-4.443455,-3.0633283,-3.079743,-2.0581903,-2.1686456,-2.7447605,-2.4908254,-1.721753,-4.939917,-3.060602,-4.3708143,-4.9079146,-4.1479316,0.10138829,-3.439019,-6.1469283,-4.48036,-1.680601,-5.048392,-2.335295,-4.756894,-2.6824965,-2.6946084,-2.3412406,-3.7673378,-3.8741066,-1.929245,-1.0345615,-1.0242512,-4.0787024,-0.3622375,-2.526476,-4.621577,-2.0183165,-4.697006,-2.0018568,-2.8918283,-3.7177732,-1.6831442,-2.6640902,-2.3981018,-5.3705773,-1.5997128,-2.384098,-1.5627012,-0.35803926,-1.155221,-2.4735389,-2.124303,-3.8769495,-3.1558676
"CSTA",-2.1184254,-2.329336,-3.8086777,-1.8299841,-3.8559296,-2.5931747,-2.9202075,-3.5787199,-4.745431,1.5703266,-1.5611131,-2.9946296,-6.95829,-4.9681096,-1.7195191,0.5980776,1.4200836,-1.4439173,-1.0894569,-2.2103918,-2.9508615,-1.2646682,-2.1639907,-2.7900312,-2.37043,-2.667447,-1.6841369,-4.8134484,-3.2399635,-0.5826853,-2.969346,-5.5345592,-1.5763929,-3.1420712,-4.758853,-2.2712061,-3.4025583,-3.2806528,-2.62822,-2.982017,-4.493648,-3.9552019,-3.4992588,-4.1532464,-2.4164999,-1.5762225,-5.597346,-2.4282992,-6.0533233,-2.9594064,-3.5032554,-4.2101154,-3.304485,-2.8560636,-3.393982,-2.1806238,-1.6728873,-4.0626516,-2.3734827,-7.0757723,-4.546823,-4.4911823,-0.90576935,-3.2358122,-4.450703,-6.9660254,-1.9155383,-3.522217,-3.046704,-6.3981934,-3.4428551,-2.6281095,-4.078943,-2.374409,-5.2211814,-4.45047,-1.7516017,-1.1485941,-4.786795,-2.2874992,-3.7332628,-5.323861,-2.7726998,-3.293759,-3.574467,-0.3782528,-3.1864169,-2.0733268,-2.6599152,-4.2981696,-1.5247898,-1.1023941,-2.1443195,-2.4639862,-1.8945452,-1.1591674,-2.1337845,-2.4732428,-2.70603,-2.6093736
"TMEM39B",-0.5666635,0.028218409,-1.9830478,-2.4085217,-4.6049633,-1.822188,-4.0319586,0.28223214,-2.715653,3.7546887,-2.3050766,-1.1128603,-4.609919,-2.007211,2.0930288,0.28758436,1.3969862,2.9832432,-2.241111,0.8061204,-1.1203423,-2.0598428,-2.8237548,-1.5298598,-2.054677,-0.85810703,-1.4630861,-3.249356,-1.5103227,-2.6990817,-2.3129423,-4.6531854,-4.047916,-3.999111,-3.8377285,-4.773823,-1.3093095,0.49241412,-2.1236615,-2.7161188,-3.5795228,-4.730978,-3.1460936,-3.2481453,-1.8726091,-0.7386146,-1.5722672,-0.9818815,-3.130994,-4.197891,-3.2903411,-2.1272857,-0.88377005,-4.2556415,-4.827156,-1.6004789,-3.0955012,-2.935719,-2.0737276,-3.9222362,-3.90742,-5.522997,0.6034431,-1.813398,-4.848574,-4.168031,-2.808047,-4.099212,-2.020679,-2.8357103,-1.7811545,-0.9612201,-2.9151242,-0.5840049,-2.7684648,-1.2171524,-0.06253092,-1.5936854,-3.7959626,-0.28552726,-1.5857639,-2.774963,-2.0764945,-4.53232,1.2263933,-1.1518282,-3.428411,-4.5630655,-2.4630697,-0.90376824,-3.3877854,-1.9181794,-1.9634008,-3.4353294,0.3136494,-1.3946694,-1.2742441,-1.0046655,-1.7970253,-1.7876577
"TNFSF10",-3.3661413,-1.1493055,-2.848517,-1.9655367,-6.6591206,-0.8074369,-3.0877364,-2.550969,-4.308548,4.783302,-2.8837497,-2.5213542,-8.1646805,-4.8979044,-0.6122352,1.1187962,2.2620676,1.4854696,-2.7870543,-2.5187583,-3.9604967,-2.3968153,-4.424133,-1.720422,-3.3044639,-2.888121,-1.8701162,-2.959704,-2.6006293,-2.7146904,-3.53526,-7.724322,-2.3379884,-4.500193,-6.6323414,-3.9683425,-4.124434,-3.6723914,-3.2786531,-2.2266684,-4.570714,-8.099953,-6.3706017,-4.612572,-4.2556033,-2.375212,-5.7744303,-5.2339735,-5.205511,-5.9071465,-3.5484471,-5.0316753,-3.3691423,-4.271791,-2.688715,-3.2467697,-2.6741147,-6.3699207,-2.2727578,-7.231583,-6.6458764,-5.6510878,-0.6294247,-2.2753954,-7.627169,-6.7315226,-2.0940619,-5.910203,-2.93133,-7.580041,-3.7088382,-4.5976634,-3.9656882,-4.525333,-4.771283,-6.5102057,-1.8669517,-2.0796242,-7.035757,-1.230858,-3.6697123,-4.9134274,-3.0629036,-7.09682,-0.9771449,-3.3983016,-4.1657343,-2.6816125,-3.954216,-3.077819,-8.365068,-2.6649134,-3.204842,-4.173968,-0.0126962615,-3.3833258,-3.7979999,-0.84074086,-4.49845,-2.9546032
